sentiment,text,char_count,word_count,label
positive,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",132,22,2
negative,"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",78,17,0
positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,130,22,2
neutral,Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,172,25,1
negative,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",131,24,0
negative,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",117,25,0
positive,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",239,46,2
negative,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",90,15,0
neutral,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,113,18,1
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",67,12,0
neutral,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,128,20,1
neutral,Approval by shareholders of Cencorp in accordance with Finnish law .,68,11,1
negative,Kone shares dropped 4.1 percent to x20ac 43 US$ 55.77 in Helsinki .,67,13,0
positive,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,74,17,2
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",168,29,2
neutral,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses .",145,28,1
neutral,"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",130,24,1
negative,Nokia Siemens Networks has struggled to make a profit in the past two years .,77,15,0
neutral,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,92,21,1
neutral,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",296,45,1
negative,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,93,17,0
neutral,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,121,22,1
negative,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",76,15,0
neutral,"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled .",278,48,1
positive,Sales of security and system packaging increased slightly .,59,9,2
negative,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",88,15,0
neutral,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",143,23,1
neutral,6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,219,35,1
neutral,The bond has a value of EUR150m and a maturity of 4 years .,59,14,1
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",210,41,0
neutral,The plant will collect raw material from the Baltic Sea region .,64,12,1
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",218,42,1
positive,The value of the firm 's forestry holdings increased by SEK 3.6 bn .,68,14,2
neutral,It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .,119,19,1
neutral,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",172,28,1
positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",133,24,2
negative,The air traffic of Finland has been in stoppage since then .,60,12,0
neutral,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,131,20,1
negative,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",143,27,0
neutral,The company will build altogether 130 new substations by the end of this year .,79,15,1
neutral,The plant is expected to enter commercial operation by mid-2009 .,65,11,1
positive,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,89,18,2
neutral,The right margin will be viewed separately in detail with every customer .,74,13,1
neutral,"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",108,22,1
positive,"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",86,17,2
neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",220,36,1
positive,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,145,29,2
neutral,No financial details were available .,37,6,1
positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",111,24,2
positive,UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,78,10,2
neutral,"The company has the poser , who wants to impress people with the latest handset .",81,16,1
neutral,"The mill 's raw material need will increase by 100,000 m3 of wood .",67,14,1
neutral,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,127,19,1
positive,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",167,36,2
negative,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",59,14,0
positive,New product launches in Finland will more than double from 2005 .,65,12,2
negative,"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",226,50,0
positive,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",279,43,2
positive,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",167,30,2
negative,"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",129,23,0
neutral,The lay-offs will start gradually and will last from one to six weeks .,71,14,1
positive,Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,159,31,2
positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",151,26,2
neutral,Central Europe is an important market area for Honka .,54,10,1
neutral,`` Our aim is to understand different traffic patterns based on the use of each building .,90,17,1
neutral,"The firm 's UK head office is in Rugby Road , Lutterworth .",59,13,1
neutral,To be number one means creating added value for stakeholders in everything we do .,82,15,1
neutral,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,134,20,1
positive,`` I warmly welcome Michael Frei to Outotec .,45,9,2
neutral,"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",103,22,1
neutral,"Together , Yahoo and Nokia said they will continue to deliver Internet experiences that address the core needs of consumers , developers , operators and advertisers .",166,27,1
neutral,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",241,46,1
neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,107,19,1
positive,"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",120,22,2
neutral,Almost two thirds of Olvi 's net sales come from outside Finland .,66,13,1
negative,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,126,21,0
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,219,31,0
neutral,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",165,30,1
neutral,"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters .",154,26,1
positive,"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",198,38,2
neutral,The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,170,36,1
positive,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",159,31,2
positive,The shopping center will have a prime location right next to the Myllypuro metro station .,90,16,2
neutral,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,103,20,1
negative,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",115,21,0
neutral,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",159,27,1
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",140,27,2
positive,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,91,16,2
neutral,"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",185,35,1
positive,Cargo volume increased by approximately 5 % .,45,8,2
positive,"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",86,16,2
neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",123,17,1
neutral,Also the development of online businesses will continue .,57,9,1
positive,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",187,36,2
neutral,During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,133,20,1
positive,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,81,14,2
neutral,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,96,17,1
positive,"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",149,27,2
neutral,Net sales are expected to remain on the same level as in 2007 .,63,14,1
neutral,`` The flex is a small price to pay for happy lenders . '',58,14,1
positive,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,232,32,2
positive,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,201,32,2
positive,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',115,22,2
neutral,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,120,20,1
positive,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,119,18,2
neutral,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",107,21,1
positive,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,95,20,2
negative,"Revenue was slightly down , at x20ac 495 million $ 634 million , compared to x20ac 497 million a year earlier .",111,22,0
negative,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,102,19,0
neutral,"Thanks to the development of a system that enables it to trace the origin of all the palm oil that it uses , it knows exactly where and how its palm oil has been produced .",172,36,1
positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",119,28,2
neutral,It has80 branches in Finland with annual revenue in Finland of ?,64,12,1
neutral,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,89,16,1
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,113,24,0
negative,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",134,28,0
negative,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",115,17,0
neutral,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,94,17,1
positive,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,109,21,2
positive,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",125,26,2
neutral,"Under Finnish law , Parliament grants licences to build nuclear power plants .",78,13,1
neutral,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,163,30,1
neutral,Delivery is due in the second half of 2011 .,44,10,1
neutral,- Profit before taxes was EUR 105.9 82.7 million .,50,10,1
neutral,The company 's model is based on developer contracting construction projects and customer focused project management .,118,17,1
neutral,We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,236,40,1
neutral,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,108,16,1
positive,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",125,24,2
neutral,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",143,26,1
positive,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,239,42,2
negative,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",156,28,0
neutral,The new activity will incur an investment of about 5 MEUR .,59,12,1
positive,"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",91,17,2
positive,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",187,31,2
neutral,Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sales of EUR3 .62 bn .,98,19,1
positive,`` We 've been feeling quite positive about the region as a whole .,67,14,2
positive,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",141,27,2
neutral,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",154,31,1
neutral,Net investment income,21,3,1
positive,"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",249,38,2
neutral,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",166,27,1
neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",96,19,1
neutral,"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",110,20,1
neutral,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,153,24,1
positive,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,194,42,2
neutral,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,112,22,1
neutral,He said : `` It is for sale again and we will be actively marketing it .,72,17,1
neutral,"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",209,37,1
neutral,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",148,29,1
neutral,The solution will be installed in the USA to support the North American operations of the customer .,100,18,1
positive,"Sales are expected to increase in the end of the year 2006 , however .",70,15,2
neutral,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,91,18,1
neutral,The financial details of the transaction were not disclosed .,61,10,1
neutral,The first quarter was as expected and was in line with analysts ' forecasts .,77,15,1
neutral,"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",150,26,1
neutral,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",98,18,1
neutral,"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",171,34,1
neutral,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,96,20,1
negative,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",129,25,0
negative,Metso estimates the need for personnel reductions to amount to 25 people .,74,13,0
neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,106,19,1
neutral,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",138,25,1
neutral,"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",165,31,1
positive,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,149,26,2
neutral,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,134,24,1
neutral,- The Group - s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,77,19,1
neutral,Protalix has $ 42 million in cash and no sales .,48,11,1
positive,"In the end of 2006 , the number of outlets will rise to 60-70 .",63,15,2
neutral,Temporary layoffs in these units have already started .,55,9,1
positive,Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,70,16,2
neutral,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,94,17,1
neutral,"8,600 m , and at the time of investment it is fully leased to several tenants .",79,17,1
neutral,Panostaja did not disclose the purchase price .,47,8,1
negative,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",142,30,0
positive,"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",122,20,2
neutral,It is the first application in the market for invoice and purchase requisition approval with a mobile device .,110,19,1
neutral,SWOT analysis is just one method of categorization and has its own weaknesses .,79,14,1
neutral,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,227,39,1
neutral,Finnlines said that the deal is part of its strategy to focus on its core businesses .,86,17,1
neutral,"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",156,27,1
neutral,The EA Reng group posted sales of approximately 84 million kroons for 2007 .,76,14,1
neutral,LSC 's 30 employees will move to Ixonos with their existing status and benefits .,81,15,1
neutral,"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",163,26,1
neutral,Protalix is developing genetically engineered proteins from plant cells .,73,10,1
negative,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",120,18,0
positive,"This truly takes efficiency to new heights , '' Mr. Metso adds .",64,13,2
positive,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",159,28,2
negative,Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,94,16,0
positive,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",198,34,2
positive,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",101,21,2
neutral,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",163,32,1
neutral,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",158,28,1
neutral,"In Finland , export industry forms a large clientele for the packaging industry .",81,14,1
positive,"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",192,35,2
neutral,Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .,81,18,1
neutral,"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",100,21,1
neutral,Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,81,14,1
neutral,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",295,47,1
neutral,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",84,20,1
negative,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,160,36,0
positive,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,163,27,2
negative,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,85,19,0
neutral,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",125,20,1
negative,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",83,19,0
positive,"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",119,28,2
positive,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",104,21,2
negative,Also construction expenses have gone up in Russia .,51,9,0
neutral,"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",137,23,1
negative,Salonen added that data shows producers ' pulp inventories in North America are declining . ',93,16,0
positive,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",158,29,2
negative,"Operating profits in the half were 0.8 m , down from 0.9 m as Glisten invested in the brand and the management team .",117,24,0
neutral,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,124,23,1
positive,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",160,32,2
positive,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",229,45,2
neutral,Radiation and today is a full service house expert in radiation and nuclear safety issues .,91,16,1
neutral,"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",137,26,1
neutral,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",144,25,1
neutral,"According to Finnair Technical Services , the measure is above all due to the employment situation .",100,17,1
positive,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",241,37,2
negative,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",230,49,0
positive,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,78,16,2
negative,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",152,25,0
neutral,The companies aim to close the deal before the end of the year .,64,14,1
neutral,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",158,32,1
neutral,YIT Kausta will build commercial and residential highrises in Virsuliskes area .,80,12,1
positive,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",209,37,2
neutral,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",144,28,1
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",155,32,0
negative,"Divisional sales demand in the half remained `` inconsistent '' , it added .",76,14,0
neutral,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,139,26,1
neutral,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,92,16,1
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,96,18,0
negative,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,127,25,0
negative,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",161,31,0
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",129,28,0
positive,Cargo volume grew by 7 % .,26,7,2
positive,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",91,19,2
neutral,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,103,17,1
neutral,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",115,27,1
neutral,What would you like to see changed on Nokia 's next attempt ?,61,13,1
negative,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,136,21,0
negative,This is bad news for the barbeque season .,42,9,0
positive,"Overall , 50 percent of respondents were confident about their security when banking online .",93,15,2
neutral,"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",205,37,1
negative,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,82,18,0
neutral,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,148,24,1
neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",87,17,1
neutral,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,88,14,1
negative,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,92,16,0
positive,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,83,18,2
positive,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",123,22,2
neutral,"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",181,37,1
neutral,The transaction will take place without payment of merger consideration .,73,11,1
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday .",157,32,2
positive,The Group also has a strong global position in other fishing categories .,73,13,2
positive,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",56,13,2
neutral,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",112,23,1
